obj_id,frame,stim_heading
255,51552,-1.4268946136739034
255,52348,-2.2133021028958133
255,53016,-0.28031429738796726
281,92446,1.098705998777841
451,254910,-1.0513317122208692
526,256894,1.4339176364679045
578,310416,-3.1056911463483003
578,311271,-2.0708465411784838
578,311874,-1.7903356377453963
578,312456,-1.7461337737294953
578,314074,-2.414495891823244
578,314776,-1.7726201352836215
578,315455,-2.9937990991361745
578,316058,0.6312652643511671
578,316646,-0.3554180093350883
578,317318,0.36977681450027167
578,318486,-1.0196553540068791
578,319115,1.0631493121171032
578,319843,-0.5621345019531444
611,320681,-0.8746949393526914
611,321479,2.994673784254786
611,322637,-0.43950665819489715
611,323656,1.1848129871988449
611,324213,-3.1056911463483003
638,326372,-0.7000542960582441
638,327007,-2.185375561680841
638,327529,-0.7000542960582441
638,328776,-0.9650681428599718
650,329847,2.545202605995927
650,335536,1.9885732535903513
650,336366,2.381590124927205
660,347515,2.1768177026497546
660,348697,-2.51132793557714
660,349345,-2.4896015468077533
668,351198,-1.107399160191826
669,352702,-1.9323286414876197
670,354340,-0.8408138442639853
690,356654,0.14057113963546972
690,357742,0.10840159084786151
1000,372738,0.36977681450027167
1033,373308,2.8975195593421708
1029,373812,0.2677210600780444
1029,374835,0.4940574571140752
1061,375428,-0.26163858443287463
1029,375966,-2.4464772545565046
1070,378950,-2.2133021028958133
1070,379602,-0.009238896916630369
1091,380177,-1.2772472883294268
1091,381645,2.675752203027656
1091,382446,0.4940574571140752
1091,383013,1.2766442277322048
1111,384254,-1.3173004198252936
1126,386223,1.4480183134588687
1126,387212,2.675752203027656
1128,387975,-2.7189435211305395
1128,388661,2.9706394147570783
1143,391982,0.5788402352365245
1143,392559,-1.3093188713363824
1143,393080,-1.236906106604311
1143,394371,-2.1614980655316365
1143,395231,-0.9117998595241041
1171,398643,0.6312652643511671
1171,400328,-2.2418762231754075
1223,409388,-1.131605940314266
1248,410571,-2.2133021028958133
1333,412530,-2.6098287015995676
1333,413039,1.580736359742688
1333,413998,-0.8679693486036707
2255,415748,2.048759275680833
2273,416806,0.22574714267201454
2273,417306,-0.7923953894950048
2273,417937,1.229385879636951
2424,418581,0.7674746060657291
2273,419084,-0.7642767899007962
2273,419584,-0.5912545569215886
2458,421561,-1.6762658132642287
2506,423520,-2.3109144884773505
2506,424374,-0.3280678490333628
2506,424959,2.87289931836919
2506,425538,-2.185375561680841
2506,426148,-0.0514599119381969
2506,426863,-1.8169683268659336
2506,427517,1.8481976877160935
2506,428090,-3.084292057636366
2506,428650,-2.866516684247912
2506,429558,-2.104336865354176
2506,430119,1.1848129871988449
2506,431098,2.078161321633188
2506,431900,0.6850042028066077
2506,432410,2.1493486601505607
2506,433053,2.1903246121282955
2506,434070,0.5874762398120249
2506,434582,2.0926720731315163
2811,435082,-2.3210292028598514
2940,436475,-0.3078141744904854
2945,437089,-1.2611382460096308
2940,437918,-1.7373335556385843
2940,438831,-0.3485449835120625
2940,439357,-1.967493896066698
3224,443834,-0.9043125092816788
3224,444334,-0.36231381364960985
3224,445603,1.2766442277322048
3224,446210,1.8481976877160935
3459,466944,1.8323400365341573
3459,467509,0.21517642077981425
3480,470110,1.1508886084066963
3519,477625,-1.188298593550522
3519,478144,-1.2772472883294268
3519,478853,-1.4192257067291585
3574,480453,-2.1695004935856415
3856,482398,1.626905141215019
3887,482957,-1.4647973275769395
3894,484464,1.2888694003194927
3902,485047,2.749270603360311
3969,485548,1.5057874389060366
4069,488867,-1.5829409440750173
4092,489582,-1.7637784041191396
4094,490425,-0.6203746118900327
4531,511352,-2.3312026114360593
4562,513733,-0.7923953894950048
4562,514632,-1.8791931203046754
4562,515132,-1.5500383200117736
4562,515902,-2.555009799592961
4562,516411,2.242784246810574
4562,517200,-2.0453796253048973
4562,518014,-0.5621345019531444
4562,519727,-2.222756005126957
4562,520406,0.9997077085214429
4562,521058,-1.0354548946745443
4562,521632,-0.5621345019531444
4562,523008,-2.846000296408571
4843,540748,0.9351199915265753
4843,541868,-2.740508043502444
4843,542520,-2.0623891409672317
4882,543265,2.545202605995927
4882,543870,-2.1453668366415313
4886,544608,-1.7461337737294953
5170,552481,-2.4251173362951546
5303,554015,-1.2045124495081736
5303,554726,-0.8968577412892231
5303,555284,-0.2522005987411335
5622,555939,-1.1477825854535073
5303,556793,-2.7832234038607275
5303,558129,-2.6754957204033256
5781,558940,-1.1558794020486136
5806,561080,-2.232281025939304
5833,561958,-0.5475898952693191
5833,562818,2.9826816250610464
5980,564337,-1.043384106915624
6156,569982,0.27812652797549936
6220,572420,0.5788402352365245
6372,574641,0.012025592384462816
6396,575144,-2.846000296408571
6396,575670,-0.5985365004095676
6396,576207,0.8325662720837151
6396,577607,-0.9420621692442371
6577,587187,-0.8339641303311145
6709,602155,3.0303192451427434
6709,602913,-0.750110269452921
6991,604200,2.2804402130135464
7128,606555,0.9997077085214429
7328,611698,-0.31453976523950633
7458,612350,-0.8063375505408216
7459,613064,1.580736359742688
7502,614787,0.7860158028281038
7525,615428,0.43803751512498845
8559,638903,-0.39711499923547594
8711,640110,-1.1477825854535073
8749,640752,3.099867511746921
8725,641624,1.0270657928846625
9201,643231,-0.7923953894950048
9266,644606,3.12246034640758
9409,645700,-2.8252693215398215
9411,647011,-0.4182323239423808
9442,647673,2.3513283485530456
9531,649185,3.0066127768844506
9558,651930,0.7860158028281038
9574,655848,2.860559122828328
9574,656492,-1.4038053919975417
9574,656992,0.6579864822375762
9574,658223,-0.7287410472518991
9574,658842,-0.019836065695614104
9574,659342,0.6312652643511671
9574,660631,-1.0513317122208692
9804,663397,-2.7189435211305395
9754,663929,-2.87669009282412
9754,664489,-1.8969421716837969
9754,665076,-2.5004530911740406
9754,665770,1.0451683255801574
9754,666317,1.9578796019406801
9754,666877,-2.177459876934845
10148,668772,2.0037789014880203
9754,669570,-2.664581819464806
9754,670578,-2.232281025939304
