obj_id,frame,stim_heading
786.0,121212.0,2.3407716879381044
834.0,154611.0,2.3281270422476226
834.0,155111.0,2.372385511058206
836.0,156446.0,2.3249049124155228
840.0,157793.0,2.3538163378069235
874.0,159999.0,2.316456539529389
877.0,161017.0,2.353983951323838
878.0,162520.0,2.3455248998758975
895.0,167244.0,2.341435744510062
898.0,168144.0,2.3546220553945467
906.0,168879.0,2.333425156849333
906.0,169691.0,2.3412846937160334
1044.0,184278.0,2.3699933577951713
1495.0,186772.0,2.3673290701153524
1503.0,190885.0,2.3276386412226255
1884.0,191607.0,2.3502453791410325
1886.0,204589.0,2.3698942611908485
2479.0,207489.0,2.351996031784619
3421.0,230545.0,2.3775867827368056
3849.0,251394.0,2.37118408328156
3851.0,252609.0,2.3348592930734204
3916.0,267362.0,2.3565991385945346
3973.0,281688.0,2.3394778368093307
3974.0,282541.0,2.3185271561686234
4159.0,329511.0,2.386014257681828
4164.0,331130.0,2.3314478628869955
4166.0,331934.0,2.3745928948167903
4177.0,332639.0,2.378175222770601
4564.0,366447.0,2.363292070749118
4604.0,374031.0,2.3287428981437817
4612.0,375433.0,2.325327921589148
4619.0,380948.0,2.339892068825457
4639.0,383356.0,2.333728678356729
4949.0,388306.0,2.346149898621685
4949.0,388808.0,2.379454942223506
5022.0,400162.0,2.372371347492661
5025.0,407308.0,2.319663674285155
5027.0,408865.0,2.358361347555551
5028.0,410282.0,2.3783652812804688
5029.0,410829.0,2.360955530601882
5029.0,411451.0,2.37448696805812
5066.0,413583.0,2.32891072260873
5066.0,414087.0,2.3437141141062026
5093.0,418628.0,2.3717687415375774
5093.0,419190.0,2.3541801612367816
5093.0,419688.0,2.3717169520082955
5114.0,423638.0,2.342857386091655
5181.0,428055.0,2.359863017742918
5861.0,440534.0,2.329604840308407
5861.0,441757.0,2.3713298062238746
5861.0,442255.0,2.3349950601513934
5875.0,443444.0,2.332672341982434
5953.0,454166.0,2.327236848159852
5956.0,455742.0,2.3443731400156853
5956.0,456390.0,2.3371398802374945
5959.0,458417.0,2.359398065949413
