obj_id,frame,stim_heading
2954,427753,-2.403916355593654
2954,428440,0.7953064984878534
3833,1168802,-0.5621345019531443
3990,1248613,-0.3554180093350882
4001,1250470,-0.2616385844328746
4002,1251286,-0.569411814738404
5252,1319929,-2.177459876934845
5252,1320657,1.5960382311338495
5252,1321510,-2.751242041127467
5277,1322099,-1.4945488115532197
5277,1322688,-1.0039403541799368
5277,1328458,0.6850042028066075
5593,1332622,-1.8703094825632596
5766,1377223,1.264583230099333
5886,1378673,-3.0528855294198634
5886,1379461,-0.6784180099611791
5886,1380052,1.7687490127314358
5888,1380587,2.163158191333095
5886,1381302,0.8046084899010502
5886,1381802,-2.8868048072066212
5886,1382789,-1.115458941091413
5886,1384584,0.47565465247216737
5944,1385313,1.339401544379837
5944,1386256,0.570247185947983
5956,1386995,-2.222756005126957
5944,1387581,-1.3569418330941647
5944,1389136,-2.4572112521815273
6010,1389990,-1.9936720487821433
5944,1390598,-0.6856402102058676
6043,1391167,0.8139201852723412
6043,1391917,-1.0832870065960107
6069,1394119,-1.472284677819365
6142,1398311,2.135391976865135
6142,1399918,-2.2039201965477973
6314,1408376,-0.3761715633023554
6314,1409736,-2.9558430725085643
7019,1448374,-0.642184980327416
7082,1449086,0.8139201852723412
7083,1449635,0.1298545362346511
7083,1450158,-0.8894361664330299
7180,1452406,-1.5746579596456225
7180,1452990,0.9258292958668259
7180,1454923,1.8798093862675502
7183,1456317,-2.896859282464189
7261,1458624,0.4188385443432253
7261,1459429,0.45697893951707474
7299,1461004,0.20457925200083052
7302,1461866,-1.0752753890036872
7617,1467116,-0.28031429738796726
7617,1468099,-0.9117998595241043
7734,1470638,0.4091452989725338
7749,1471659,-1.5912606950313544
7832,1474380,-1.099349898771617
7868,1476075,-2.4464772545565046
8289,1493839,-0.9883169147550587
8527,1494614,-0.24269716004078815
8777,1506541,0.34975495086208463
8815,1508725,-1.7023106143948254
9090,1512928,-2.2133021028958133
9250,1516204,-0.7358791567387014
9456,1519359,0.19395792550395347
10179,1525040,-0.10347704786528594
10123,1526703,-2.4896015468077533
10123,1527230,-1.4268946136739034
10848,1535290,-0.3145397652395063
10889,1536513,-2.5331374762191654
11104,1542093,-1.3093188713363826
11112,1543536,-0.48245481778493293
11373,1549773,0.34975495086208463
11463,1551778,-0.24269716004078815
11471,1552292,-0.9961167606851711
11526,1553574,-1.5257797438975567
11526,1554355,1.8005606006016035
11957,1565756,-1.0039403541799368
11957,1566320,-1.5019022477483523
12074,1568101,-2.9558430725085643
12121,1572596,-0.6856402102058676
12121,1573706,-3.0324213887841274
12226,1578116,-2.222756005126957
12226,1578617,1.5205503376522065
12362,1583658,0.6401373253052887
12671,1595676,1.0451683255801574
13025,1610456,-1.781473002829222
13135,1613271,-1.9058048065999713
13318,1623650,-0.4253071810313984
13890,1648500,-2.598859647841986
14005,1655658,-1.6504481753273008
13999,1656605,-1.2772472883294268
14108,1664099,2.163158191333095
14817,1700865,-2.39338083384925
14974,1705536,-2.2908672549691755
15403,1733256,1.8798093862675502
18780,1779616,-1.396055534044492
19290,1819987,1.4911482916998515
19368,1822609,-3.073729792755334
19368,1823149,-0.5475898952693191
19368,1823698,-0.3348693885742383
19368,1824470,-2.6754957204033256
19368,1824978,-1.2611382460096308
19368,1825515,-2.576924179287985
19368,1826703,-2.825269321539822
19368,1827822,-2.467978210605599
19368,1828431,1.1249815694604977
19499,1829936,-1.566412627469027
19499,1832073,-0.3145397652395063
19555,1835320,-1.9058048065999713
19643,1842553,0.48489058084026804
19643,1845431,-0.8201953001935671
19761,1846942,-2.185375561680841
19943,1853900,-2.946178706615632
20011,1860033,-1.2449912467867779
20083,1873542,1.6114300113923592
20133,1881896,-0.5985365004095675
20137,1883484,0.19395792550395347
20304,1908242,-1.3093188713363826
22543,2027822,-3.0426055103772907
23122,2139161,2.2804402130135464
23333,2162098,1.2097627190118045
23383,2173870,-0.19423711365099364
23721,2458516,-0.7501102694529207
23742,2467121,1.301258394067283
23878,2576679,1.626905141215019
24345,4928800,-0.5621345019531443
24347,4930115,-0.5839726134336095
25855,6653818,-1.188298593550522
25855,6654529,-0.785394114607701
25864,7020500,0.31933517484721047
26013,8054717,2.2299080689532023
26019,8057433,-2.321029202859852
26287,8509670,0.7122833391152319
26350,8559068,-2.6427094960910105
26350,8559693,-1.6418981841242961
26374,8561985,-2.5550097995929613
