obj_id,frame,stim_heading
4033,71300,2.1903246121282955
5438,105464,0.3993911744408134
5840,355993,-0.5113224315086632
5862,359132,0.31933517484721047
8424,802390,-1.0275450052018897
8568,842315,-1.9849671950343677
8651,933481,1.5354320493041458
8671,958713,0.012025592384462876
9393,1300643,-0.7501102694529207
9625,1435822,-1.2288146016475368
9836,1672646,-1.676265813264229
9858,1945988,-1.7197839133624955
9927,1963767,-1.4572780259324427
10129,2012145,1.0631493121171032
10219,2054076,0.9905394794421074
13077,2240025,-0.41823232394238075
13099,2243894,-0.3692318508516387
13172,2287851,-2.5550097995929613
13277,2420256,0.054769215448730445
13316,2473001,0.8885695222709642
13460,2538663,0.6940700014700169
13518,2553690,-2.3620585586241654
13527,2566340,-0.6784180099611791
13576,2591456,0.054769215448730445
13796,2677457,-1.2449912467867779
13797,2678753,0.17265211433333955
13892,2720992,-1.5098179324943481
13928,2856304,1.0361315915480718
13989,2920233,-1.253068974042733
14516,3304251,0.1191305329943018
14579,3402533,1.1931778703427995
14773,3588641,1.6737616674334863
14808,3589748,-1.3726568329211073
14865,3801849,1.0451683255801574
15127,4206927,0.6048731809172785
15479,5101669,0.27812652797549936
15549,5195755,-1.2611382460096308
